"","timestamp","value","cluster"
"1",12.0818201692857,0.231519145068692,"3"
"2",-0.106656692209067,-0.430153365083285,"4"
"3",0.309898022086496,-0.463236990590884,"4"
"4",-0.323962203456138,0.148810081299695,"4"
"5",-0.295460527684015,0.0164755792692997,"4"
"6",0.289427208068346,-0.215109799283892,"4"
"7",-0.319080693854368,0.0164755792692997,"4"
"8",-0.311732205499226,-0.215109799283892,"4"
"9",-0.322544983724674,-0.215109799283892,"4"
"10",-0.32065536993047,0.132268268545896,"4"
"11",-0.314199196767011,-0.463236990590884,"4"
"12",-0.320130477905102,-0.330902488560488,"4"
"13",-0.315773872843113,-0.463236990590884,"4"
"14",-0.0993081913395126,-0.231651612037692,"4"
"15",-0.323279842571719,0.0330173920230992,"4"
"16",-0.319973009046051,0.0164755792692997,"4"
"17",-0.29525057337675,-0.215109799283892,"4"
"18",-0.11736449953809,-0.231651612037692,"4"
"19",-0.319238162713419,0.0330173920230992,"4"
"20",-0.316666188034796,-0.363986114068087,"4"
"21",-0.314146711318798,0.165351894053495,"4"
"22",-0.325746821325091,0.0164755792692997,"4"
"23",-0.324172157763402,-0.215109799283892,"4"
"24",-0.29525057337675,0.0164755792692997,"4"
"25",-0.330628330926861,-0.479778803344683,"4"
"26",-0.114057678526835,0.0330173920230992,"4"
"27",-0.304383704629671,0.148810081299695,"4"
"28",-0.314146698804385,-0.215109799283892,"4"
"29",0.0957418629916291,-0.231651612037692,"4"
"30",-0.325746833839504,0.0330173920230992,"4"
"31",-0.32065536993047,0.0164755792692997,"4"
"32",-0.108388837144221,0.0330173920230992,"4"
"33",-0.310157516908711,-0.231651612037692,"4"
"34",-0.321547697636566,-0.215109799283892,"4"
"35",0.10398269156728,-0.231651612037692,"4"
"36",-0.310000060564073,0.148810081299695,"4"
"37",-0.109963513220322,-0.215109799283892,"4"
"38",-0.312624520690909,0.0164755792692997,"4"
"39",-0.319973009046051,-0.215109799283892,"4"
"40",-0.318345847521736,0.0164755792692997,"4"
"41",-0.322440000313836,-0.215109799283892,"4"
"42",-0.295250585891163,-0.231651612037692,"4"
"43",-0.329053642336346,0.148810081299695,"4"
"44",-0.321547697636566,-0.215109799283892,"4"
"45",-0.0968936855199406,0.264602770576291,"4"
"46",-0.124870456752283,-0.463236990590884,"4"
"47",-0.318188378662685,0.0164755792692997,"4"
"48",-0.114215147385886,-0.215109799283892,"4"
"49",-0.317506017778266,0.0164755792692997,"4"
"50",-0.316613702586583,-0.215109799283892,"4"
"51",-0.316613702586583,0.0164755792692997,"4"
"52",-0.317506017778266,-0.215109799283892,"4"
"53",0.103247832720235,-0.231651612037692,"4"
"54",-0.315039026510481,0.148810081299695,"4"
"55",-0.311732192984813,0.148810081299695,"4"
"56",-0.315039026510481,-0.347444301314288,"4"
"57",-0.108441322592433,-0.347444301314288,"4"
"58",-0.317506017778266,0.148810081299695,"4"
"59",-0.106656692209067,-0.215109799283892,"4"
"60",-0.324172145248989,0.0164755792692997,"4"
"61",-0.319973021560464,-0.347444301314288,"4"
"62",-0.291943752365495,0.0330173920230992,"4"
"63",0.287695063133193,-0.231651612037692,"4"
"64",-0.0944266942521557,0.0330173920230992,"4"
"65",-0.122245996625447,0.264602770576291,"4"
"66",-0.318398332969949,-0.463236990590884,"4"
"67",-0.100882867415614,0.264602770576291,"4"
"68",-0.317506017778266,0.0164755792692997,"4"
"69",-0.319080693854368,-0.215109799283892,"4"
"70",-0.3225974816873,-0.215109799283892,"4"
"71",-0.31488155765143,-0.347444301314288,"4"
"72",-0.320812838789521,-0.231651612037692,"4"
"73",-0.294568212492332,0.281144583330091,"4"
"74",-0.122245996625447,0.248060957822492,"4"
"75",-0.311049844614807,0.148810081299695,"4"
"76",-0.31000004804966,-0.215109799283892,"4"
"77",-0.319920523597838,-0.463236990590884,"4"
"78",-0.312624520690909,0.0164755792692997,"4"
"79",-0.315931341702164,-0.711364181897875,"4"
"80",-0.337976819282002,0.0330173920230992,"4"
"81",-0.081304381103561,0.148810081299695,"4"
"82",-0.342858328883772,-0.231651612037692,"4"
"83",-0.314199196767011,0.0330173920230992,"4"
"84",-0.322387514865623,-0.347444301314288,"4"
"85",-0.316823656893847,-0.231651612037692,"4"
"86",-0.321547697636566,0.148810081299695,"4"
"87",-0.314146698804385,-0.215109799283892,"4"
"88",-0.316666188034796,0.148810081299695,"4"
"89",-0.319238162713419,-0.231651612037692,"4"
"90",-0.106656692209067,-0.215109799283892,"4"
"91",-0.308425384487971,0.0164755792692997,"4"
"92",-0.314356653111649,-0.347444301314288,"4"
"93",-0.320655382444883,0.148810081299695,"4"
"94",-0.319238162713419,0.148810081299695,"4"
"95",-0.314199196767011,-0.215109799283892,"4"
"96",-0.312624508176496,0.0164755792692997,"4"
"97",-0.32149519967394,-0.595571492621279,"4"
"98",-0.316823656893847,0.396937272606687,"4"
"99",-0.310839890307543,-0.463236990590884,"4"
"100",-0.318398332969949,0.148810081299695,"4"
"101",-0.319973009046051,-0.347444301314288,"4"
"102",0.518332841836122,-0.231651612037692,"4"
"103",-0.292153719187173,0.281144583330091,"4"
"104",-0.342018499140302,-0.744447807405474,"4"
"105",-0.31661369007217,0.413479085360486,"4"
"106",-0.10177519512171,0.148810081299695,"4"
"107",-0.322597469172887,-0.463236990590884,"4"
"108",-0.110698372067367,0.380395459852887,"4"
"109",-0.315931341702164,-0.711364181897875,"4"
"110",-0.315039013996068,0.0330173920230992,"4"
"111",0.309898009572083,0.0164755792692997,"4"
"112",-0.315039013996068,0.0330173920230992,"4"
"113",-0.32065536993047,-0.479778803344683,"4"
"114",-0.314199196767011,0.0330173920230992,"4"
"115",-0.318345847521736,0.148810081299695,"4"
"116",-0.105134501581178,0.0164755792692997,"4"
"117",-0.312572035242696,-0.215109799283892,"4"
"118",-0.316666188034796,-0.231651612037692,"4"
"119",-0.315931341702164,0.0330173920230992,"4"
"120",-0.312414553869232,-0.347444301314288,"4"
"121",-0.103507340056864,0.148810081299695,"4"
"122",-0.312624508176496,-0.231651612037692,"4"
"123",0.102565459321404,0.264602770576291,"4"
"124",-0.350364286097966,0.0164755792692997,"4"
"125",-0.301076883618416,-0.57902967986748,"4"
"126",-0.322387514865623,-0.215109799283892,"4"
"127",-0.10754900740075,0.0164755792692997,"4"
"128",-0.105134501581178,-0.215109799283892,"4"
"129",-0.322387514865623,0.380395459852887,"4"
"130",-0.317506017778266,-0.711364181897875,"4"
"131",-0.316613702586583,0.0330173920230992,"4"
"132",-0.105974331324649,0.0164755792692997,"4"
"133",-0.320865324237734,0.148810081299695,"4"
"134",-0.316613702586583,-0.463236990590884,"4"
"135",-0.313306881575328,0.264602770576291,"4"
"136",-0.314356665626062,0.0164755792692997,"4"
"137",-0.31488155765143,-0.711364181897875,"4"
"138",-0.315039013996068,0.148810081299695,"4"
"139",-0.0984683741104554,-0.215109799283892,"4"
"140",0.0999410117089802,0.148810081299695,"4"
"141",-0.319920523597838,-0.231651612037692,"4"
"142",0.103982679052867,0.0330173920230992,"4"
"143",-0.13872761623351,-0.231651612037692,"4"
"144",-0.300184568426733,-0.215109799283892,"4"
"145",-0.319920523597838,-0.231651612037692,"4"
"146",0.100833326900663,0.0330173920230992,"4"
"147",-0.117521968397142,-0.231651612037692,"4"
"148",-0.305958380705773,0.0330173920230992,"4"
"149",-0.320865324237734,0.0164755792692997,"4"
"150",-0.323962203456138,-0.215109799283892,"4"
"151",-0.287219711622777,-0.231651612037692,"4"
"152",-0.322440012828249,0.148810081299695,"4"
"153",-0.343750644075455,-0.347444301314288,"4"
"154",-0.288794400213292,0.760857153190274,"6"
"155",-0.32065536993047,-0.827156871174471,"4"
"156",-0.319238162713419,0.264602770576291,"4"
"157",-0.319080693854368,0.0164755792692997,"4"
"158",-0.308425384487971,-0.463236990590884,"4"
"159",-0.321705153981204,0.264602770576291,"4"
"160",-0.317506017778266,-0.215109799283892,"4"
