"","timestamp","value","cluster"
"93836",2019-03-31 03:38:41,1097,"6"
"96997",2019-04-02 15:18:07,667,"4"
"69560",2019-03-14 16:03:00,7125,"7"
"71876",2019-03-15 16:19:21,7071,"4"
"80419",2019-03-20 19:53:34,441,"6"
"71636",2019-03-15 11:07:44,7794,"7"
"95511",2019-04-01 10:39:45,7290,"3"
"98442",2019-04-02 17:24:33,3379,"6"
"82026",2019-03-21 10:00:10,4900,"5"
"72296",2019-03-16 00:33:37,6964,"4"
"96248",2019-04-02 02:00:43,7121,"3"
"75973",2019-03-18 17:25:52,385,"2"
"62752",2019-03-08 06:45:33,7791,"7"
"70398",2019-03-15 03:40:14,631,"6"
"101595",2019-04-05 22:03:14,7489,"1"
"68530",2019-03-13 17:09:39,7063,"5"
"100155",2019-04-04 09:30:57,7205,"3"
"76013",2019-03-18 17:33:09,385,"2"
"92729",2019-03-30 08:46:56,6783,"1"
"101642",2019-04-05 22:59:43,6812,"4"
"96095",2019-04-01 22:37:51,7127,"4"
"88770",2019-03-26 18:34:18,6977,"4"
"63593",2019-03-09 02:15:39,7616,"5"
"79010",2019-03-20 15:36:06,408,"6"
"68273",2019-03-13 12:25:43,7311,"7"
"96579",2019-04-02 08:30:17,6987,"3"
"99639",2019-04-03 19:57:44,7283,"4"
"81997",2019-03-21 09:20:17,5326,"5"
"90179",2019-03-28 00:36:09,6944,"4"
"101309",2019-04-05 15:34:51,6466,"3"
"68912",2019-03-14 01:13:54,7231,"5"
"65467",2019-03-10 20:00:16,7627,"4"
"84616",2019-03-23 12:56:24,7478,"3"
"80198",2019-03-20 18:43:44,385,"2"
"98820",2019-04-02 23:41:34,7035,"1"
"63474",2019-03-08 23:45:57,7209,"5"
"72323",2019-03-16 01:00:13,7050,"4"
"87869",2019-03-25 22:28:16,7223,"3"
"77168",2019-03-19 22:02:34,373,"2"
"70320",2019-03-15 03:33:53,601,"4"
"97493",2019-04-02 15:58:23,667,"3"
"81313",2019-03-21 00:41:46,397,"5"
"75790",2019-03-18 16:46:36,373,"4"
"69586",2019-03-14 17:10:08,7559,"7"
"95416",2019-04-01 08:53:15,6736,"3"
"95334",2019-04-01 07:30:26,6184,"4"
"77398",2019-03-20 08:48:04,373,"2"
"81440",2019-03-21 01:01:50,397,"4"
"72121",2019-03-15 21:22:30,6694,"7"
"98985",2019-04-03 04:44:26,6942,"3"
"101174",2019-04-05 12:23:45,7005,"4"
"90803",2019-03-28 15:19:51,7018,"4"
"85724",2019-03-24 10:26:32,7661,"4"
"67912",2019-03-13 06:20:25,7327,"5"
"89135",2019-03-27 01:00:24,6685,"3"
"78984",2019-03-20 15:32:45,385,"2"
"65422",2019-03-10 18:47:43,7600,"7"
"64169",2019-03-09 16:12:20,7921,"4"
"77402",2019-03-20 09:16:52,373,"6"
"86099",2019-03-24 18:31:39,7070,"1"
"101535",2019-04-05 20:22:01,7480,"3"
"95368",2019-04-01 07:51:14,6933,"4"
"68884",2019-03-14 00:36:21,7106,"5"
"78952",2019-03-20 15:26:49,408,"6"
"69641",2019-03-14 19:08:31,7296,"7"
"85603",2019-03-24 08:10:21,7358,"3"
"75709",2019-03-18 12:22:30,518,"2"
"101860",2019-04-06 02:48:38,7074,"1"
"94517",2019-03-31 14:08:38,7208,"4"
"80034",2019-03-20 18:13:36,397,"2"
"101812",2019-04-06 02:05:50,6706,"1"
"93522",2019-03-31 00:51:02,674,"2"
"65505",2019-03-10 20:48:33,7420,"7"
"83926",2019-03-22 19:41:13,7422,"3"
"66502",2019-03-11 22:34:04,7262,"5"
"82497",2019-03-21 17:20:53,7129,"3"
"75860",2019-03-18 17:07:12,385,"2"
"96312",2019-04-02 03:00:23,6683,"1"
"74318",2019-03-17 14:45:51,6803,"5"
"101813",2019-04-06 02:06:22,6617,"3"
"67131",2019-03-12 14:11:50,7152,"5"
"66673",2019-03-12 02:38:36,7545,"4"
"93958",2019-03-31 03:59:05,4906,"3"
"85421",2019-03-24 03:39:42,7080,"4"
"78030",2019-03-20 13:13:27,408,"2"
"91399",2019-03-29 04:09:38,7109,"1"
"101919",2019-04-06 04:20:48,7156,"3"
"65845",2019-03-11 05:11:57,7676,"5"
"100584",2019-04-04 21:12:43,7202,"3"
"92933",2019-03-30 13:34:20,6698,"4"
"100341",2019-04-04 13:33:56,7242,"4"
"90713",2019-03-28 12:57:05,6648,"4"
"101816",2019-04-06 02:08:01,6509,"3"
"87470",2019-03-25 14:14:33,1114,"2"
"79497",2019-03-20 16:37:46,419,"4"
"90193",2019-03-28 00:57:18,7067,"1"
"94082",2019-03-31 05:39:38,5863,"4"
"93306",2019-03-30 21:30:15,5617,"4"
"73294",2019-03-17 00:10:34,667,"2"
"95894",2019-04-01 18:46:08,6438,"1"
"80209",2019-03-20 18:46:01,385,"2"
"71821",2019-03-15 15:10:28,7502,"7"
"85432",2019-03-24 03:46:38,6383,"3"
"94732",2019-03-31 19:40:35,7171,"4"
"98640",2019-04-02 19:53:46,7106,"4"
"76609",2019-03-19 15:18:20,385,"2"
"102254",2019-04-06 12:27:51,7215,"1"
"88084",2019-03-26 04:10:33,7061,"5"
"72815",2019-03-16 14:11:53,7288,"5"
"95594",2019-04-01 12:21:50,6814,"3"
"80006",2019-03-20 18:10:56,385,"2"
"70014",2019-03-15 03:03:58,2301,"4"
"76798",2019-03-19 15:43:29,385,"4"
"98719",2019-04-02 21:29:00,7233,"1"
"79098",2019-03-20 15:44:42,430,"2"
"70750",2019-03-15 04:06:54,653,"4"
"84994",2019-03-23 19:21:42,6897,"1"
"99218",2019-04-03 09:18:26,7326,"3"
"82534",2019-03-21 17:49:09,7264,"5"
"67843",2019-03-13 05:16:20,7764,"5"
"100620",2019-04-04 22:09:39,7221,"3"
"68537",2019-03-13 17:14:03,6993,"5"
"86522",2019-03-25 05:46:01,7502,"3"
"72461",2019-03-16 04:24:44,6786,"5"
"83759",2019-03-22 16:26:22,7706,"4"
"83426",2019-03-22 09:18:12,7513,"4"
"69621",2019-03-14 18:27:30,7287,"4"
"89975",2019-03-27 18:55:48,7297,"3"
"81624",2019-03-21 03:40:20,3432,"2"
"63773",2019-03-09 05:58:02,7326,"7"
"73301",2019-03-17 00:11:42,701,"6"
"88482",2019-03-26 13:20:29,7239,"1"
"84936",2019-03-23 18:18:49,6730,"4"
"91909",2019-03-29 14:29:43,7001,"4"
"98921",2019-04-03 03:09:45,7330,"4"
"86340",2019-03-25 00:46:09,7615,"5"
"91981",2019-03-29 16:45:57,7342,"4"
"85605",2019-03-24 08:11:42,7189,"4"
"89776",2019-03-27 13:40:59,7181,"4"
"64370",2019-03-09 21:19:48,7515,"5"
"85735",2019-03-24 10:47:12,7557,"3"
"102852",2019-04-07 01:44:54,7381,"3"
"90547",2019-03-28 09:42:17,6973,"5"
"96565",2019-04-02 08:11:36,7125,"4"
"65677",2019-03-11 00:54:33,7554,"5"
"77216",2019-03-20 03:28:47,385,"6"
"102116",2019-04-06 09:10:32,7421,"1"
"77777",2019-03-20 12:37:23,408,"2"
"91552",2019-03-29 07:09:56,7418,"1"
"63858",2019-03-09 08:18:37,7705,"5"
"99968",2019-04-04 05:07:48,7228,"3"
"89689",2019-03-27 12:03:26,7020,"4"
"90642",2019-03-28 11:35:35,6804,"4"
"97502",2019-04-02 15:59:03,674,"6"
"66362",2019-03-11 18:40:01,7530,"7"
"95989",2019-04-01 20:46:53,7242,"3"
"68746",2019-03-13 21:17:06,7329,"5"
"63318",2019-03-08 20:12:17,7198,"4"
"88513",2019-03-26 13:50:38,6890,"3"
"100806",2019-04-05 03:04:20,7285,"3"
"63997",2019-03-09 11:09:51,7734,"5"
"64616",2019-03-10 02:36:41,7437,"4"
"67455",2019-03-12 21:27:37,7329,"4"
"76942",2019-03-19 15:59:01,385,"6"
"102748",2019-04-06 23:35:57,7245,"1"
"101307",2019-04-05 15:34:43,6284,"4"
"73047",2019-03-16 19:05:25,653,"2"
"64478",2019-03-09 23:36:42,7198,"7"
"70716",2019-03-15 04:04:23,645,"6"
"84011",2019-03-22 21:56:50,7696,"1"
"66314",2019-03-11 17:35:32,7533,"5"
"96674",2019-04-02 11:17:59,7295,"3"
"85018",2019-03-23 19:58:23,7172,"5"
"98626",2019-04-02 19:39:58,7085,"3"
"96470",2019-04-02 06:47:31,7115,"4"
"92047",2019-03-29 18:07:55,7008,"4"
"90122",2019-03-27 22:45:16,6974,"4"
"72130",2019-03-15 21:27:46,6486,"5"
"64304",2019-03-09 19:44:39,7333,"4"
"68438",2019-03-13 15:43:57,7316,"4"
"78872",2019-03-20 15:13:33,397,"6"
"75547",2019-03-18 11:54:34,397,"4"
"101781",2019-04-06 01:22:01,7471,"1"
"69403",2019-03-14 12:32:12,7806,"5"
"93769",2019-03-31 03:33:04,1130,"6"
"79668",2019-03-20 17:08:43,397,"5"
"93526",2019-03-31 00:52:02,674,"3"
"71295",2019-03-15 05:31:48,667,"5"
"102194",2019-04-06 10:53:21,7058,"1"
"64749",2019-03-10 05:24:55,7728,"5"
"79546",2019-03-20 16:44:23,385,"6"
"91280",2019-03-29 01:25:35,6560,"1"
"68265",2019-03-13 12:17:26,7171,"5"
"66737",2019-03-12 04:01:22,6818,"4"
"62241",2019-03-07 18:12:42,7660,"4"
"96460",2019-04-02 06:37:22,7117,"3"
"62671",2019-03-08 04:51:36,7297,"5"
"76620",2019-03-19 15:19:16,527,"6"
"93770",2019-03-31 03:33:13,1110,"3"
"89874",2019-03-27 17:05:14,6891,"7"
"63435",2019-03-08 23:09:56,7310,"5"
"77436",2019-03-20 11:26:46,385,"6"
"89475",2019-03-27 07:30:42,6988,"1"
"81026",2019-03-20 23:55:29,408,"2"
"83099",2019-03-22 03:12:57,7676,"1"
"81531",2019-03-21 01:59:35,609,"2"
"82442",2019-03-21 16:19:04,7100,"1"
"73991",2019-03-17 06:34:24,6543,"4"
"69891",2019-03-15 01:31:00,7765,"4"
"91972",2019-03-29 16:20:45,7392,"3"
"95265",2019-04-01 06:21:29,6942,"4"
"93151",2019-03-30 18:31:37,6598,"4"
"99764",2019-04-04 00:09:28,7038,"4"
"67389",2019-03-12 20:05:39,7542,"5"
"67646",2019-03-13 01:20:53,7450,"4"
"71376",2019-03-15 06:14:12,674,"6"
"94512",2019-03-31 13:55:38,7110,"1"
"91505",2019-03-29 06:21:44,6901,"4"
"62616",2019-03-08 03:22:27,7523,"5"
"65727",2019-03-11 02:11:34,7746,"4"
"64316",2019-03-09 20:00:11,7171,"4"
"90679",2019-03-28 12:25:35,7107,"3"
"82016",2019-03-21 09:54:02,5028,"4"
"64077",2019-03-09 13:59:57,7213,"5"
"62320",2019-03-07 19:47:47,7611,"4"
"73441",2019-03-17 00:41:03,680,"6"
"77724",2019-03-20 12:28:51,408,"4"
"101670",2019-04-05 23:16:55,7293,"1"
"90154",2019-03-28 00:02:48,6902,"5"
"85217",2019-03-23 23:53:54,6719,"4"
"91019",2019-03-28 20:14:03,7213,"4"
"102885",2019-04-07 02:10:51,7744,"3"
"90078",2019-03-27 21:45:27,6932,"5"
"72645",2019-03-16 09:07:53,7236,"5"
"75415",2019-03-18 11:25:38,553,"6"
"87521",2019-03-25 14:25:21,2569,"4"
"77735",2019-03-20 12:31:51,408,"4"
"64113",2019-03-09 15:16:59,7072,"7"
"74037",2019-03-17 07:30:20,7207,"4"
"88236",2019-03-26 08:08:44,6927,"3"
"66057",2019-03-11 10:58:14,6975,"5"
"64465",2019-03-09 23:23:58,7205,"4"
"101121",2019-04-05 11:19:19,7142,"3"
"98481",2019-04-02 17:35:08,5619,"4"
"98516",2019-04-02 17:56:25,6414,"4"
"73250",2019-03-17 00:06:10,687,"2"
"92392",2019-03-30 01:06:13,7369,"1"
"86347",2019-03-25 00:59:45,7686,"4"
"94113",2019-03-31 06:24:39,5708,"4"
"94673",2019-03-31 18:29:02,6848,"4"
"80560",2019-03-20 20:11:06,397,"2"
"89711",2019-03-27 12:25:06,6996,"1"
"93644",2019-03-31 01:30:34,667,"6"
"94689",2019-03-31 18:37:22,6868,"1"
"89436",2019-03-27 06:48:13,7405,"4"
"71563",2019-03-15 09:24:39,6741,"5"
"80847",2019-03-20 20:58:02,385,"6"
"94216",2019-03-31 08:12:25,7221,"1"
"87854",2019-03-25 22:01:19,7256,"4"
"69077",2019-03-14 04:47:33,7164,"5"
"91761",2019-03-29 11:33:36,6962,"3"
"62603",2019-03-08 02:56:14,7703,"5"
"67150",2019-03-12 14:32:11,7364,"4"
"74179",2019-03-17 11:55:40,7237,"4"
"73304",2019-03-17 00:11:54,687,"2"
"77220",2019-03-20 03:29:06,408,"4"
"88225",2019-03-26 07:55:52,7349,"1"
"103058",2019-04-07 07:00:00,6747,"3"
"93778",2019-03-31 03:33:49,1084,"2"
"87598",2019-03-25 15:05:37,5446,"7"
"84846",2019-03-23 16:49:16,6625,"4"
"81613",2019-03-21 03:23:56,3726,"4"
"83379",2019-03-22 08:10:14,7627,"1"
"100264",2019-04-04 12:12:11,7104,"3"
"68158",2019-03-13 10:27:32,7203,"5"
"94510",2019-03-31 13:49:42,7105,"3"
"98718",2019-04-02 21:28:28,7150,"4"
"86901",2019-03-25 13:05:11,5541,"4"
"71374",2019-03-15 06:10:00,680,"2"
"65163",2019-03-10 14:01:19,7820,"7"
"101996",2019-04-06 06:36:18,7006,"3"
"68647",2019-03-13 19:17:52,7427,"5"
"102526",2019-04-06 18:41:52,7269,"3"
"95446",2019-04-01 09:23:15,7378,"4"
"68665",2019-03-13 19:50:26,7357,"5"
"75517",2019-03-18 11:52:06,527,"6"
"69651",2019-03-14 19:22:23,7319,"7"
"71173",2019-03-15 05:03:27,667,"6"
"93439",2019-03-30 22:18:00,638,"3"
"75325",2019-03-18 11:08:45,667,"5"
"94576",2019-03-31 15:21:24,6876,"1"
"65585",2019-03-10 22:20:35,7267,"5"
"67258",2019-03-12 17:11:29,7404,"4"
"63330",2019-03-08 20:24:18,7181,"4"
"91961",2019-03-29 15:39:41,7249,"3"
"63088",2019-03-08 15:14:17,7316,"5"
"89394",2019-03-27 05:48:28,6275,"3"
"63307",2019-03-08 19:57:49,7306,"5"
"85233",2019-03-24 00:12:50,7445,"3"
"76643",2019-03-19 15:23:36,397,"2"
"94503",2019-03-31 13:34:54,7181,"1"
"82519",2019-03-21 17:41:57,7377,"5"
"83186",2019-03-22 04:35:11,7469,"4"
"73186",2019-03-16 23:41:37,701,"2"
"71033",2019-03-15 04:32:38,653,"4"
"85790",2019-03-24 11:43:37,7494,"1"
"78781",2019-03-20 15:00:33,397,"2"
"101333",2019-04-05 15:55:35,7271,"1"
"95196",2019-04-01 04:44:12,7187,"4"
"70644",2019-03-15 03:59:10,653,"2"
"98125",2019-04-02 16:53:43,687,"3"
"70861",2019-03-15 04:15:26,667,"5"
"85591",2019-03-24 07:56:05,7532,"1"
"88495",2019-03-26 13:33:01,7014,"4"
"87818",2019-03-25 20:55:35,7258,"4"
"96467",2019-04-02 06:45:47,7192,"4"
"102768",2019-04-07 00:08:13,7271,"4"
"99765",2019-04-04 00:11:00,7135,"4"
"93918",2019-03-31 03:47:28,2485,"2"
"80623",2019-03-20 20:29:54,544,"5"
"88887",2019-03-26 21:12:28,7264,"1"
"94525",2019-03-31 14:13:18,7016,"4"
"83772",2019-03-22 16:51:47,7852,"5"
"96876",2019-04-02 14:55:06,4957,"3"
"77238",2019-03-20 07:17:07,347,"2"
"101236",2019-04-05 13:45:50,7462,"1"
"79471",2019-03-20 16:34:02,385,"2"
"77990",2019-03-20 13:08:40,385,"4"
"84783",2019-03-23 16:31:55,6019,"1"
"88689",2019-03-26 17:12:13,7059,"4"
"69060",2019-03-14 04:22:33,7260,"5"
"86073",2019-03-24 17:59:03,7141,"3"
"69407",2019-03-14 12:37:00,7642,"5"
"78643",2019-03-20 14:40:45,397,"6"
"92002",2019-03-29 17:13:14,7050,"1"
"87652",2019-03-25 15:40:30,7045,"4"
"81452",2019-03-21 01:02:50,385,"2"
"87439",2019-03-25 14:08:08,667,"4"
"62929",2019-03-08 11:43:46,8174,"7"
"97033",2019-04-02 15:21:18,667,"6"
"76571",2019-03-19 15:14:36,430,"5"
"80444",2019-03-20 19:55:29,385,"4"
"92938",2019-03-30 13:37:48,7003,"1"
"94912",2019-03-31 23:22:43,6576,"4"
"97496",2019-04-02 15:58:35,653,"6"
"86737",2019-03-25 10:07:01,7369,"7"
"69391",2019-03-14 12:14:35,7842,"5"
"89450",2019-03-27 07:06:53,7214,"3"
"90714",2019-03-28 12:57:29,6571,"4"
"92558",2019-03-30 05:10:12,6504,"4"
"84579",2019-03-23 12:22:32,7568,"4"
"102489",2019-04-06 17:48:52,7365,"3"
"76277",2019-03-19 05:21:43,536,"2"
"63906",2019-03-09 09:10:17,7259,"7"
"90811",2019-03-28 15:27:39,7004,"3"
"99386",2019-04-03 13:04:46,7360,"4"
"68149",2019-03-13 10:13:24,7398,"5"
"72674",2019-03-16 09:30:25,7272,"4"
"74268",2019-03-17 13:22:14,6828,"4"
"79150",2019-03-20 15:48:21,430,"6"
"90257",2019-03-28 02:10:34,7172,"1"
"94832",2019-03-31 22:24:54,6791,"4"
"64651",2019-03-10 03:24:38,7678,"5"
"87169",2019-03-25 13:43:36,601,"6"
"99288",2019-04-03 10:33:20,7277,"1"
"64589",2019-03-10 02:05:36,7491,"5"
"81833",2019-03-21 06:25:47,4508,"3"
"95887",2019-04-01 18:40:19,6669,"3"
"63465",2019-03-08 23:38:36,7336,"5"
"65090",2019-03-10 12:35:10,7322,"4"
"65085",2019-03-10 12:26:30,7161,"4"
"85714",2019-03-24 10:06:23,7673,"3"
"88702",2019-03-26 17:23:21,7165,"4"
"85910",2019-03-24 14:50:28,7441,"4"
"80494",2019-03-20 20:00:10,397,"2"
"95577",2019-04-01 12:09:26,6728,"1"
"71494",2019-03-15 08:31:02,4824,"5"
"84357",2019-03-23 06:42:11,7795,"1"
"62865",2019-03-08 09:55:00,7563,"5"
"78720",2019-03-20 14:51:21,397,"6"
"71088",2019-03-15 04:48:15,667,"4"
"72212",2019-03-15 22:53:15,7399,"1"
"86937",2019-03-25 13:16:40,3364,"6"
"93553",2019-03-31 00:58:30,680,"4"
"84504",2019-03-23 10:23:18,7397,"7"
"102124",2019-04-06 09:19:56,6895,"3"
"70045",2019-03-15 03:07:57,833,"2"
"80025",2019-03-20 18:13:00,397,"4"
"98122",2019-04-02 16:53:16,674,"3"
"74121",2019-03-17 09:36:18,7115,"7"
"73338",2019-03-17 00:18:14,674,"2"
"74681",2019-03-18 01:26:05,7138,"1"
"79413",2019-03-20 16:24:03,419,"6"
"73279",2019-03-17 00:09:10,680,"4"
"100697",2019-04-05 00:13:33,7590,"1"
"83669",2019-03-22 14:43:16,7486,"5"
"87765",2019-03-25 19:32:01,6739,"4"
"63863",2019-03-09 08:38:21,7609,"5"
"71001",2019-03-15 04:29:27,667,"6"
"66585",2019-03-12 00:03:33,7507,"7"
"91619",2019-03-29 08:44:54,7182,"3"
"78961",2019-03-20 15:29:45,397,"2"
"95768",2019-04-01 16:19:26,7141,"1"
"62924",2019-03-08 11:34:22,8085,"5"
"76503",2019-03-19 06:34:16,385,"6"
"65308",2019-03-10 16:40:01,7232,"7"
"97522",2019-04-02 16:00:46,674,"6"
"74646",2019-03-18 00:29:32,7319,"7"
"89850",2019-03-27 16:19:09,7006,"3"
"83677",2019-03-22 14:59:36,7379,"4"
"93724",2019-03-31 01:58:43,667,"6"
"96630",2019-04-02 09:25:09,6975,"1"
"72389",2019-03-16 03:03:03,7340,"5"
"66036",2019-03-11 10:11:29,7565,"4"
"72050",2019-03-15 20:00:53,6999,"4"
"77478",2019-03-20 11:31:30,385,"6"
"102250",2019-04-06 12:27:19,6849,"1"
"78585",2019-03-20 14:34:41,385,"2"
"102265",2019-04-06 12:42:31,7516,"1"
"69813",2019-03-14 23:51:42,7272,"5"
"78349",2019-03-20 13:55:09,408,"6"
"62457",2019-03-07 23:37:07,7513,"7"
"84260",2019-03-23 04:58:25,6954,"3"
"91818",2019-03-29 12:52:02,7228,"4"
"81098",2019-03-21 00:10:05,397,"2"
"67530",2019-03-12 23:04:31,6957,"7"
"95365",2019-04-01 07:48:06,7022,"3"
"87677",2019-03-25 16:26:03,7258,"4"
"82838",2019-03-21 23:26:10,7563,"4"
"77736",2019-03-20 12:31:55,385,"2"
"70869",2019-03-15 04:16:06,667,"4"
"70342",2019-03-15 03:35:37,645,"4"
"101713",2019-04-06 00:19:20,7253,"1"
"91370",2019-03-29 03:22:21,7208,"4"
"85067",2019-03-23 21:02:00,7306,"4"
"72678",2019-03-16 09:34:05,7275,"4"
"75153",2019-03-18 10:12:48,1871,"6"
"62561",2019-03-08 01:44:17,7139,"7"
"101366",2019-04-05 17:11:53,7260,"3"
"69264",2019-03-14 09:10:37,7344,"5"
"91874",2019-03-29 13:46:38,6885,"3"
"85445",2019-03-24 04:32:51,6064,"4"
"66551",2019-03-11 23:38:01,7080,"5"
"64470",2019-03-09 23:26:34,7085,"4"
"70215",2019-03-15 03:25:29,660,"6"
"94563",2019-03-31 14:57:23,7070,"1"
"67626",2019-03-13 00:59:32,7744,"5"
"82658",2019-03-21 20:05:47,6975,"3"
"67477",2019-03-12 21:47:41,6782,"5"
"87791",2019-03-25 20:19:10,6644,"3"
"79813",2019-03-20 17:33:43,385,"2"
"84530",2019-03-23 11:02:58,7878,"1"
"98676",2019-04-02 20:26:03,6672,"3"
"77070",2019-03-19 18:48:46,441,"2"
"69210",2019-03-14 07:50:12,7553,"7"
"89111",2019-03-27 00:40:27,6749,"3"
"86639",2019-03-25 08:13:03,6854,"4"
"63236",2019-03-08 18:27:12,7318,"5"
"77215",2019-03-20 03:28:43,408,"6"
"88572",2019-03-26 14:26:18,6730,"1"
"70368",2019-03-15 03:38:02,601,"2"
"98070",2019-04-02 16:49:12,645,"3"
"100540",2019-04-04 19:39:37,7359,"1"
"91704",2019-03-29 10:25:28,6728,"4"
"95886",2019-04-01 18:39:24,6745,"4"
"75223",2019-03-18 10:36:29,1863,"2"
"77690",2019-03-20 12:19:59,385,"4"
"82234",2019-03-21 13:51:33,6042,"1"
"81006",2019-03-20 23:37:29,419,"2"
"93933",2019-03-31 03:50:05,3539,"1"
"102652",2019-04-06 21:01:23,6987,"1"
"99446",2019-04-03 14:38:03,7272,"4"
"90478",2019-03-28 07:48:11,6784,"4"
"80578",2019-03-20 20:12:37,544,"2"
"88094",2019-03-26 04:17:29,6958,"1"
"100822",2019-04-05 03:36:57,7274,"3"
"101370",2019-04-05 17:14:01,6896,"4"
"79043",2019-03-20 15:39:46,408,"2"
"100425",2019-04-04 16:36:27,7278,"1"
"92148",2019-03-29 19:51:04,6737,"4"
"85919",2019-03-24 15:08:28,7393,"4"
"69258",2019-03-14 08:57:37,7530,"5"
"72666",2019-03-16 09:24:25,6888,"4"
"88399",2019-03-26 11:46:32,7093,"3"
"91785",2019-03-29 12:05:09,7428,"4"
"68242",2019-03-13 11:57:34,7246,"5"
"67963",2019-03-13 07:16:50,7473,"4"
"80039",2019-03-20 18:14:00,408,"6"
"75823",2019-03-18 16:59:36,385,"4"
"71092",2019-03-15 04:50:23,694,"4"
"71517",2019-03-15 08:39:42,5418,"1"
"83844",2019-03-22 17:57:19,7560,"4"
"89213",2019-03-27 02:21:25,7374,"4"
"73856",2019-03-17 03:58:06,3603,"2"
"89006",2019-03-26 23:20:22,7291,"1"
"68651",2019-03-13 19:28:17,7574,"5"
"72462",2019-03-16 04:25:04,6707,"4"
"74347",2019-03-17 15:17:15,7397,"4"
"70544",2019-03-15 03:51:31,667,"2"
"65079",2019-03-10 12:20:17,7565,"7"
"100429",2019-04-04 16:45:39,7267,"3"
"86808",2019-03-25 11:48:39,7375,"5"
"63825",2019-03-09 07:41:28,7886,"5"
"95754",2019-04-01 15:54:37,7155,"3"
"92582",2019-03-30 05:27:54,7221,"4"
"81747",2019-03-21 05:21:54,5400,"5"
"63382",2019-03-08 21:41:39,7770,"5"
"77753",2019-03-20 12:33:27,385,"6"
"87361",2019-03-25 14:01:33,660,"4"
"77761",2019-03-20 12:34:23,385,"4"
"80594",2019-03-20 20:14:02,544,"4"
"76583",2019-03-19 15:16:16,500,"4"
"82215",2019-03-21 13:32:21,5804,"1"
"100891",2019-04-05 05:49:39,7336,"3"
"73369",2019-03-17 00:28:34,667,"2"
"93274",2019-03-30 21:09:26,7236,"1"
"67564",2019-03-12 23:42:27,7526,"5"
"67116",2019-03-12 13:34:26,7402,"4"
"69133",2019-03-14 05:43:50,7161,"4"
"102857",2019-04-07 01:46:28,7504,"3"
"70638",2019-03-15 03:58:38,674,"2"
"80838",2019-03-20 20:57:11,408,"4"
"88640",2019-03-26 16:15:52,7386,"1"
"100473",2019-04-04 18:07:00,7185,"3"
"89234",2019-03-27 02:50:13,6996,"5"
"93707",2019-03-31 01:55:27,674,"6"
"79305",2019-03-20 16:08:06,397,"5"
"88364",2019-03-26 10:38:47,7258,"1"
"91426",2019-03-29 04:43:26,7110,"4"
"80353",2019-03-20 19:34:29,419,"2"
"88606",2019-03-26 15:13:27,6705,"1"
"72155",2019-03-15 21:47:18,7498,"5"
"75162",2019-03-18 10:19:17,1876,"6"
"96395",2019-04-02 04:43:48,6975,"1"
"93914",2019-03-31 03:46:29,2404,"2"
"81727",2019-03-21 04:47:57,5863,"7"
"88068",2019-03-26 03:43:33,7132,"4"
"102802",2019-04-07 00:36:26,7609,"3"
"73333",2019-03-17 00:15:02,667,"2"
"73315",2019-03-17 00:13:18,680,"4"
"68926",2019-03-14 01:40:10,6881,"7"
"62311",2019-03-07 19:29:59,7541,"4"
"73993",2019-03-17 06:37:11,6699,"3"
"75718",2019-03-18 12:24:26,616,"6"
"98654",2019-04-02 20:02:35,6969,"1"
"75195",2019-03-18 10:29:57,1871,"2"
"90052",2019-03-27 21:13:14,7080,"1"
"81663",2019-03-21 03:53:25,4879,"4"
"63267",2019-03-08 19:10:48,7130,"5"
"79418",2019-03-20 16:24:26,397,"6"
"82412",2019-03-21 16:05:23,6731,"1"
"98963",2019-04-03 04:20:22,7082,"3"
"63312",2019-03-08 20:01:49,7242,"5"
"80223",2019-03-20 18:49:17,430,"6"
"75922",2019-03-18 17:19:21,373,"4"
"81585",2019-03-21 02:21:07,4506,"1"
"75672",2019-03-18 12:10:02,419,"2"
"77028",2019-03-19 18:24:18,544,"4"
"65081",2019-03-10 12:22:41,7389,"7"
"89809",2019-03-27 14:27:08,7152,"3"
"95960",2019-04-01 20:02:45,7361,"4"
"96489",2019-04-02 07:08:51,6883,"4"
"74770",2019-03-18 04:24:23,7342,"5"
"102084",2019-04-06 08:20:00,7328,"3"
"99679",2019-04-03 21:00:21,7605,"4"
"71167",2019-03-15 05:00:59,667,"2"
"80655",2019-03-20 20:36:22,544,"4"
"95919",2019-04-01 19:01:08,6998,"1"
"79555",2019-03-20 16:46:43,397,"2"
"75054",2019-03-18 09:45:16,3165,"4"
"83543",2019-03-22 11:34:45,7735,"1"
"95846",2019-04-01 17:36:22,7109,"3"
"88999",2019-03-26 23:19:06,6909,"4"
"98080",2019-04-02 16:49:59,667,"6"
"98123",2019-04-02 16:53:20,667,"4"
"90733",2019-03-28 13:31:57,7430,"7"
"70689",2019-03-15 04:02:30,616,"2"
"66132",2019-03-11 13:25:56,7760,"7"
"85916",2019-03-24 14:56:04,7300,"3"
"101344",2019-04-05 16:28:56,7387,"3"
"89330",2019-03-27 04:35:47,6769,"5"
"74570",2019-03-17 21:50:57,7209,"5"
"63744",2019-03-09 05:23:18,7397,"5"
"66642",2019-03-12 02:07:16,7656,"4"
"67798",2019-03-13 04:18:56,7632,"4"
"71715",2019-03-15 12:17:30,7068,"4"
"93921",2019-03-31 03:48:09,2625,"6"
"100612",2019-04-04 22:00:23,7225,"1"
